Done,Package,Item,Title,Rows,Cols,has_logical,has_binary,has_numeric,has_character,CSV,Doc
3/29/2019,boot,calcium,Calcium Uptake Data,27,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/calcium.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/calcium.html
3/29/2019,boot,cane,Sugar-cane Disease Data,180,5,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cane.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cane.html
3/29/2019,boot,capability,Simulated Manufacturing Process Data,75,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/capability.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/capability.html
3/29/2019,boot,catsM,Weight Data for Domestic Cats,97,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/catsM.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/catsM.html
3/29/2019,boot,cav,Position of Muscle Caveolae,138,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cav.html
3/29/2019,boot,cd4,CD4 Counts for HIV-Positive Patients,20,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.html
3/29/2019,boot,cd4.nested,Nested Bootstrap of cd4 data,999,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.nested.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.nested.html
3/29/2019,boot,channing,Channing House Data,462,5,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/channing.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/channing.html
3/29/2019,boot,city,Population of U.S. Cities,10,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/city.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/city.html
3/29/2019,boot,claridge,Genetic Links to Left-handedness,37,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/claridge.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/claridge.html
3/29/2019,boot,cloth,Number of Flaws in Cloth,32,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cloth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cloth.html
3/29/2019,boot,co.transfer,Carbon Monoxide Transfer,7,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/co.transfer.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/co.transfer.html
3/29/2019,boot,coal,Dates of Coal Mining Disasters,191,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/coal.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/coal.html
3/29/2019,boot,darwin,Darwin's Plant Height Differences,15,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/darwin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/darwin.html
3/29/2019,boot,dogs,Cardiac Data for Domestic Dogs,7,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/dogs.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/dogs.html
3/29/2019,boot,downs.bc,Incidence of Down's Syndrome in British Columbia,30,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/downs.bc.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/downs.bc.html
3/29/2019,boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,11,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/ducks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/ducks.html
3/29/2019,boot,fir,Counts of Balsam-fir Seedlings,50,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/fir.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/fir.html
3/29/2019,boot,frets,Head Dimensions in Brothers,25,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/frets.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/frets.html
3/29/2019,boot,grav,Acceleration Due to Gravity,26,2,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/grav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/grav.html
3/29/2019,boot,gravity,Acceleration Due to Gravity,81,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/gravity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/gravity.html
3/29/2019,boot,hirose,Failure Time of PET Film,44,3,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/hirose.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/hirose.html
3/29/2019,boot,islay,Jura Quartzite Azimuths on Islay,18,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/islay.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/islay.html
3/29/2019,boot,manaus,Average Heights of the Rio Negro river at Manaus,1080,2,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/manaus.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/manaus.html
3/29/2019,boot,melanoma,Survival from Malignant Melanoma,205,7,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/melanoma.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/melanoma.html
3/29/2019,boot,motor,Data from a Simulated Motorcycle Accident,94,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/motor.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/motor.html
3/29/2019,boot,neuro,Neurophysiological Point Process Data,469,6,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/neuro.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/neuro.html
3/29/2019,boot,nitrofen,Toxicity of Nitrofen in Aquatic Systems,50,5,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nitrofen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nitrofen.html
3/29/2019,boot,nodal,Nodal Involvement in Prostate Cancer,53,7,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nodal.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nodal.html
3/29/2019,boot,nuclear,Nuclear Power Station Construction Data,32,11,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nuclear.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nuclear.html
3/29/2019,boot,paulsen,Neurotransmission in Guinea Pig Brains,346,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/paulsen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/paulsen.html
3/29/2019,boot,poisons,Animal Survival Times,48,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/poisons.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/poisons.html
3/29/2019,boot,polar,Pole Positions of New Caledonian Laterites,50,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/polar.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/polar.html
3/29/2019,boot,remission,Cancer Remission and Cell Activity,27,3,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/remission.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/remission.html
3/29/2019,boot,salinity,Water Salinity and River Discharge,28,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/salinity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/salinity.html
3/29/2019,boot,survival,Survival of Rats after Radiation Doses,14,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/survival.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/survival.html
3/29/2019,boot,tau,Tau Particle Decay Modes,60,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tau.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tau.html
3/29/2019,boot,tuna,Tuna Sighting Data,64,1,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tuna.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tuna.html
3/29/2019,boot,urine,Urine Analysis Data,79,7,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/urine.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/urine.html
3/29/2019,boot,wool,Australian Relative Wool Prices,309,2,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/wool.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/wool.html
4/1/2019,carData,Adler,Experimenter Expectations,108,3,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Adler.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Adler.html
4/1/2019,carData,AMSsurvey,American Math Society Survey Data,24,5,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/AMSsurvey.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/AMSsurvey.html
4/1/2019,carData,Angell,Moral Integration of American Cities,43,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Angell.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Angell.html
4/1/2019,carData,Anscombe,U. S. State Public-School Expenditures,51,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Anscombe.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Anscombe.html
4/1/2019,carData,Arrests,Arrests for Marijuana Possession,5226,8,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Arrests.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Arrests.html
4/1/2019,carData,Baumann,Methods of Teaching Reading Comprehension,66,6,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Baumann.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Baumann.html
4/1/2019,carData,BEPS,British Election Panel Study,1525,10,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/BEPS.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/BEPS.html
4/1/2019,carData,Bfox,Canadian Women's Labour-Force Participation,30,6,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Bfox.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Bfox.html
4/1/2019,carData,Blackmore,Exercise Histories of Eating-Disordered and Control Subjects,945,4,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Blackmore.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Blackmore.html
4/1/2019,carData,Burt,Fraudulent Data on IQs of Twins Raised Apart,27,3,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Burt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Burt.html
4/1/2019,carData,CanPop,Canadian Population Data,16,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/CanPop.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/CanPop.html
4/1/2019,carData,Chile,Voting Intentions in the 1988 Chilean Plebiscite,2700,8,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Chile.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Chile.html
4/1/2019,carData,Chirot,The 1907 Romanian Peasant Rebellion,32,5,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Chirot.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Chirot.html
4/1/2019,carData,Cowles,Cowles and Davis's Data on Volunteering,1421,4,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Cowles.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Cowles.html
4/1/2019,carData,Davis,Self-Reports of Height and Weight,200,5,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Davis.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Davis.html
4/1/2019,carData,DavisThin,Davis's Data on Drive for Thinness,191,7,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/DavisThin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/DavisThin.html
4/1/2019,carData,Depredations,Minnesota Wolf Depredation Data,434,5,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Depredations.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Depredations.html
4/1/2019,carData,Duncan,Duncan's Occupational Prestige Data,45,4,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Duncan.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Duncan.html
4/1/2019,carData,Ericksen,The 1980 U.S. Census Undercount,66,9,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Ericksen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Ericksen.html
4/1/2019,carData,Florida,Florida,67,11,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Florida.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Florida.html
4/1/2019,carData,Freedman,Crowding and Crime in U. S. Metropolitan Areas,110,4,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Freedman.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Freedman.html
4/1/2019,carData,Friendly,Format Effects on Recall,30,2,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Friendly.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Friendly.html
4/1/2019,carData,Ginzberg,Data on Depression,82,6,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Ginzberg.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Ginzberg.html
4/1/2019,carData,Greene,Refugee Appeals,384,7,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Greene.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Greene.html
4/1/2019,carData,GSSvocab,Data from the General Social Survey (GSS) from the National Opinion Research Center of the University of Chicago.,28867,8,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/GSSvocab.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/GSSvocab.html
4/1/2019,carData,Guyer,Anonymity and Cooperation,20,3,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Guyer.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Guyer.html
4/1/2019,carData,Hartnagel,Canadian Crime-Rates Time Series,38,8,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Hartnagel.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Hartnagel.html
4/1/2019,carData,Highway1,Highway Accidents,39,12,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Highway1.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Highway1.html
4/1/2019,carData,KosteckiDillon,Treatment of Migraine Headaches,4152,9,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/KosteckiDillon.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/KosteckiDillon.html
4/1/2019,carData,Leinhardt,Data on Infant-Mortality,105,4,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Leinhardt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Leinhardt.html
4/1/2019,carData,LoBD,Cancer drug data use to provide an example of the use of the skew power distributions.,84,9,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/LoBD.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/LoBD.html
4/1/2019,carData,Mandel,Contrived Collinear Data,8,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Mandel.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Mandel.html
4/1/2019,carData,Migration,Canadian Interprovincial Migration Data,90,8,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Migration.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Migration.html
4/1/2019,carData,Moore,"Status, Authoritarianism, and Conformity",45,4,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Moore.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Moore.html
4/1/2019,carData,MplsDemo,"Minneapolis Demographic Data 2015, by Neighborhood",84,8,FALSE,FALSE,TRUE,TRUE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/MplsDemo.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/MplsDemo.html
4/1/2019,carData,MplsStops,Minneapolis Police Department 2017 Stop Data,51920,14,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/MplsStops.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/MplsStops.html
4/1/2019,carData,Mroz,U.S. Women's Labor-Force Participation,753,8,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Mroz.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Mroz.html
4/1/2019,carData,OBrienKaiser,O'Brien and Kaiser's Repeated-Measures Data,16,17,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/OBrienKaiser.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/OBrienKaiser.html
4/1/2019,carData,Ornstein,Interlocking Directorates Among Major Canadian Firms,248,4,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Ornstein.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Ornstein.html
4/1/2019,carData,Pottery,Chemical Composition of Pottery,26,6,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Pottery.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Pottery.html
4/1/2019,carData,Prestige,Prestige of Canadian Occupations,102,6,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Prestige.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Prestige.html
4/1/2019,carData,Quartet,Four Regression Datasets,11,6,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Quartet.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Quartet.html
4/1/2019,carData,Robey,Fertility and Contraception,50,3,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Robey.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Robey.html
4/1/2019,carData,Sahlins,Agricultural Production in Mazulu Village,20,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Sahlins.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Sahlins.html
4/1/2019,carData,Salaries,Salaries for Professors,397,6,FALSE,TRUE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Salaries.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Salaries.html
4/1/2019,carData,SLID,Survey of Labour and Income Dynamics,7425,5,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/SLID.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/SLID.html
4/1/2019,carData,Soils,Soil Compositions of Physical and Chemical Characteristics,48,14,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Soils.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Soils.html
4/1/2019,carData,States,Education and Related Statistics for the U.S. States,51,7,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/States.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/States.html
4/1/2019,carData,TitanicSurvival,Survival of Passengers on the Titanic,1309,4,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/TitanicSurvival.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/TitanicSurvival.html
4/1/2019,carData,Transact,Transaction data,261,3,FALSE,FALSE,FALSE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Transact.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Transact.html
4/1/2019,carData,UN,"National Statistics from the United Nations, Mostly From 2009-2011",213,7,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/UN.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/UN.html
4/1/2019,carData,USPop,Population of the United States,22,2,FALSE,FALSE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/USPop.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/USPop.html
4/1/2019,carData,Vocab,Vocabulary and Education,30351,4,FALSE,TRUE,TRUE,FALSE,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/carData/Vocab.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/carData/Vocab.html
